qid,condition,gold_in_context,answer,faithful,correct,judge_parsed,judge_raw,refused
w055,C5_darija_reranked,1,المواقع التي توجد فيها النقوش الصخرية في إقليم السمارة هي مواقع أم العلق، كارة، وتيونزوين.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w197,C5_darija_reranked,1,أحمد الذهبي، عبد الملك، علي الأعرج، محمد المستضيء، زين العابدين.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w086,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w119,C5_darija_reranked,1,مساحة القصبة المخزنية في تزنيت هي 16900 م² وتحتوي على 5 أبراج.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w110,C5_darija_reranked,1,محمد بن عثمان المكناسي زار إسبانيا لإبرام معاهدة لتجديد الصلح بين المغرب وإسبانيا وإطلاق سراح الأسرى الجزائريين بإسبانيا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w134,C5_darija_reranked,1,سجلماسة تبنَّت في عام 140 هـ / 757م من قبل عيسى بن يزيد الأسود.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w143,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w034,C5_darija_reranked,1,وصل إنتاج الطاقة الكهرمائية إلى 2700 مليون كيلواط في 2004.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w019,C5_darija_reranked,1,52%,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w141,C5_darija_reranked,1,عزيز أخنوش كان رئيس الحكومة المغربية في 2024م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w124,C5_darija_reranked,1,"لقب إلزامي يطلق على مدينة سطات يُدعى ""عاصمة الشاوية"".",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w176,C5_darija_reranked,1,جامعة الأخوين هي الجامعة الموجودة في مدينة إفران.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w064,C5_darija_reranked,1,صناعة الفخار، الدباغة، صياغة الحلي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w084,C5_darija_reranked,1,قطاع السياحة يعتمد الاقتصاد في مرزوكة بشكل أساسي.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w149,C5_darija_reranked,1,سبعة سنوات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w101,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w156,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w073,C5_darija_reranked,1,centers المراقب المدني في جرادة تم إعلانه في يوليو – غشت 1947.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w028,C5_darija_reranked,1,الأقطاب التنافسية الثلاثة خلقها مخطط أليوتيس في مدن طنجة وأكادير والعيون.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w185,C5_darija_reranked,1,شرشال هي المدينة التي كان يوبا الثاني عاصمة لها خلال حكمه.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w113,C5_darija_reranked,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w052,C5_darija_reranked,1,معركة تازينة وقعت في 19 ماي 1881م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w175,C5_darija_reranked,1,وثيقة إنهاء الحماية الفرنسية تم التوقيع عليها في 2 مارس 1956.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w005,C5_darija_reranked,1,"وصلات انبعاثات ثاني أكسيد الكربون لكل فرد بالمغرب في 2015 كانت 1,6 طن.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w030,C5_darija_reranked,1,الإنتاج البحري في المغرب بلغ حوالي 1.46 مليون طن في عام 2016.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w184,C5_darija_reranked,1,ترعرع يوبا الثاني في كنف الإمبراطور أغسطس في مدارس روما وأثينا.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w100,C5_darija_reranked,1,المهمة والاختصاصات يهدف المكتب الوطني المغربي للسياحة إلى إنعاش السياحة المغربية. لم يتم ذكر عدد مقاعد الطائرة بوينغ 767-300 في المسار نيويورك - مراكش.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w099,C5_darija_reranked,1,باب القصبة هو المدخل الرئيسي للمدينة القديمة بفاس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w132,C5_darija_reranked,1,سجلماسة كانت في وسط واحة كبيرة جنوب الأطلس الكبير، مقابلة لمدينة الريصاني في تافيلالت الحالية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w125,C5_darija_reranked,1,34 كم عن الدار البيضاء.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w199,C5_darija_reranked,1,لأن السلطان محمد بن عبد الله أعاد بناء مدينة الصويرة على النمط العصري بشوارعها الواسعة، وأنشأ فيها ميناء جديداً وقاعدة عسكرية بحرية، مما أدى إلى تحويلها إلى العاصمة الاقتصادية للمغرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w135,C5_darija_reranked,1,رفع ضريبة القيمة المضافة من 17% إلى 19% في عام 1984.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w179,C5_darija_reranked,1,183 وحدة,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w121,C5_darija_reranked,1,أوعبيد الله كانت معروفة أوعبيد الله خلال العصر المريني، حيث ورد ذكرها في النصوص المتعلقة بتاريخ أوعبيد الله ونشاطها العلمي والثقافي في هذا العصر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w035,C5_darija_reranked,1,7% إلى 10% حسب الحالة المائية للسنة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w049,C5_darija_reranked,1,widening the currency swap fluctuation range to 2.5% from 0.3%.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w170,C5_darija_reranked,0,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w139,C5_darija_reranked,1,20 ألف بيزيتا سنوياً في العام.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w150,C5_darija_reranked,1,مدينة أصيلة مشهورة بقصبتها التاريخية وأسوارها وأبوابها المصنفة كتراث وطني، ومهرجانها الثقافي الدولي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w133,C5_darija_reranked,1,أول مدينة إسلامية تأسست بالمغرب الإسلامي قبل سجلماسة هي القيروان.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w128,C5_darija_reranked,1,اللون الذي دارو الموحدين شعارهم عليه البياض.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w022,C5_darija_reranked,1,النفقات العسكرية في حرب الصحراء أدت إلى عجز ميزانية المغرب، حيث بلغ العجز 7% سنة 1980، مما كان أحد أسباب هذه الوضعية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w082,C5_darija_reranked,1,الأيام الثلاثة الأولى من المعرض مخصصة للمحترفين، بينما تبقى الأيام الثلاثة الأخيرة مفتوحة لعامة الناس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w078,C5_darija_reranked,1,مدينة الحاجب تقع على ارتفاع 1200 متر فوق سطح البحر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w010,C5_darija_reranked,1,نقص عجز الميزانية من الناتج المحلي في 2017 كان 3.5% من إجمالي الناتج المحلي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w083,C5_darija_reranked,1,"مساحة المعرض الدولي للفلاحة بالمغرب 370,000 م².",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w165,C5_darija_reranked,1,طيح سني أبو بكر إمبراطورية الصُّنغاي خلفاً لوالده سني علي.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w120,C5_darija_reranked,1,تنسب القصبة المخزنية ديال تزنيت إلى القائد الحاحي محمد أغناج الذي قام بحملة على سوس بإيعاز من المولى سليمان عام 1810م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w090,C5_darija_reranked,1,الهدف من اللجنة الوطنية لمناخ الأعمال هو اقتراح التدابير الرامية إلى تحسين الإطار القانوني والتنظيمي للأعمال، وتنسيق تنفيذها، وتقييم أثرها على القطاعات المعنية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w069,C5_darija_reranked,1,ارتفاع الأطلس المتوسط الشرقي يتنقص به معدل درجات الحرارة بزمن، حيث ترتفع درجات الحرارة في المرتفعات التي تتجاوز 1500 متر، مما يفرض عزلة نسبية على الرعاة في المراعي الجبلية خلال فصل الشتاء.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w054,C5_darija_reranked,0,اشكروا الله على صنع المطبخ اليهودي المغربي، حيث استطاعوا الحفاظ على تقاليد مطبخهم رغم قوانين الطعام اليهودية (الكشروت)، مما أدى إلى تنويع أطباقهم وجعلها ذات قيمة اجتماعية وأسرية كبيرة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w091,C5_darija_reranked,1,المغرب الأقصى لم يكن أبداً تحت السيادة الفعلية أو الاسمية للأتراك العثمانيين.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w095,C5_darija_reranked,1,سوق خميس تمسمان يقع 2 كم بعيداً عن وسط المدينة الصغيرة كرونة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w042,C5_darija_reranked,1,الصين سابقة المغرب في إنتاج الفوسفاط.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w094,C5_darija_reranked,1,حسب الحجج التاريخية، سيادة سلاطين المغرب الروحية والزمنية امتدت إلى نهر السنغال منذ فترة العلويين، عبر البعثات والسرايا والزيارات التفقدية إلى شنقيط (موريتانيا حاليًا).,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w117,C5_darija_reranked,1,ألبرت حوراني,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w200,C5_darija_reranked,1,"34,000 رجل في المغرب، بما في ذلك القوات الأهلية النظامية.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w158,C5_darija_reranked,1,ازداد عدد السكان الحضريين بالمغرب من 13 إلى 17 مليون نسمة ما بين 1992 و2004، مما أدى إلى زيادة نسبة الساكنة الحضرية من 57% في عام 1992 إلى 57% في عام 2004.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w026,C5_darija_reranked,1,في سنة 2025، أمدت إسبانيا المغرب بالكهرباء في حالة انقطاعها الإيبيري.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w181,C5_darija_reranked,1,8300 طن في اليوم,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w148,C5_darija_reranked,1,وزير الصحة والحماية الاجتماعية خالد آيت الطالب,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w075,C5_darija_reranked,1,الماس زعير تنتشر في منطقة الرماني وزمورة وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w059,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w153,C5_darija_reranked,1,صندوق محمد السادس للاستثمار تأسس في عام 2021.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w018,C5_darija_reranked,1,إنتاج الوطني من الطاقة الأولية يمثل 9% من الاحتياجات الوطنية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w050,C5_darija_reranked,1,الهدف هو خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w093,C5_darija_reranked,1,إقليم شنقيط تابع لموريتانيا منذ إستقلالها عن فرنسا سنة 1960.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w076,C5_darija_reranked,1,اكتشفت سلالة تيديلي في سنة 1981.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w142,C5_darija_reranked,1,عبد الوافي لفتيت كان وزير الداخلية بالمغرب في 2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w021,C5_darija_reranked,1,55.8%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w097,C5_darija_reranked,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w032,C5_darija_reranked,1,وصل الناتج المحلي للفرد حسب تقديرات صندوق النقد الدولي سنة 2023 إلى 3.750 دولار أمريكي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w138,C5_darija_reranked,1,المصادر الرئيسية للدخل التي اعتمد عليها جمهورية الريف تشمل الضرائب، الزكاة، الغرامات، تبرعات السكان والقبائل، وفدية الأسرى.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w118,C5_darija_reranked,1,الإمبراطورية المغربية كانت تتوفر على جميع مقومات الدولة الحديثة مثل المحاكم والوزارات والجيش، رغم عُرفتها بفترات من الفوضى وسوء التنظيم.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w012,C5_darija_reranked,1,منذ فاتح أبريل 1998,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w068,C5_darija_reranked,1,معاونية الحليب ديال الريش تبيع الفائض بمدينة مكناس.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w089,C5_darija_reranked,1,层级业务委员会于2009年12月成立，由总理担任主席。,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w092,C5_darija_reranked,1,مراكش كانت أشمن مدينة مغربية كانت تعتبر أكبر وأهم مدينة أمازيغية في ذلك الوقت.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w025,C5_darija_reranked,1,القطاعات الصناعية تركز المنطقة الحرة الأطلسية على عدة قطاعات، أبرزها صناعة السيارات ومكوناتها، وتشمل أنشطة صناعية أخرى مثل الصناعات الكهرو-ميكانيكية، النسيج، التجهيزات الداخلية للسيارات.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w098,C5_darija_reranked,1,المدرسة البوعنانية بفاس بنيت ما بين عامي 1350م و1355م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w183,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w191,C5_darija_reranked,1,"الدراسات الاستعمارية كقسمت المغرب إلى منطقتين: ""بلاد السيبة"" و""بلاد المخزن"".",0,1,1,"مدعوم: لا  
مطابق: نعم",0
w087,C5_darija_reranked,1,المنطقة الحرة الأطلسية بعيدة عن الدار البيضاء بمسافة تقدر بحوالي 120 كيلومترًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w182,C5_darija_reranked,1,الوجهة الرئيسية للمنتجات البحرية المجمدة المغربية هي الاتحاد الأوروبي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w040,C5_darija_reranked,1,عدد المؤسسات الابتدائية التي استغلت خلال الموسم الدراسي 2009/2008 بالدار البيضاء كان 435 مدرسة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w169,C5_darija_reranked,1,حوالي 2000 تاجر عربي استقبل السلطان في فاس في 825.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w088,C5_darija_reranked,1,مساحة المنطقة الحرة الأطلسية تقدر بحوالي 500 هكتار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w186,C5_darija_reranked,1,أم بطليموس الموريطاني هي كليوباترا سيليني الثانية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w041,C5_darija_reranked,1,75%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w002,C5_darija_reranked,1,مصنع رينو-نيسان في المغرب م所在 في طنجة.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w072,C5_darija_reranked,1,1614-1681,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w151,C5_darija_reranked,1,الاستغلال الذي فرض على الأمازيغ، وهم أجود الأراضي الفلاحية، وفرض السخرة على سكانهم، واستعمال القوة في إخضاعهم، كانت الأسباب الرئيسية التي دفعت الأمازيغ إلى مقاومة الرومان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w115,C5_darija_reranked,1,البقايا الأثرية في موقع القصر الصغير تتمثل في مسجد، وحمام، ومركز تجاري تعود إلى فترات تاريخية تمتد من القرن 12 الميلادي إلى غاية القرن 14 الميلادي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w057,C5_darija_reranked,1,سعيد العلام كتب رواية عذراء غرناطة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w108,C5_darija_reranked,1,الارتفاع المضطرد لمديونية المغرب الخارجية لدى القوى الأوروبية كان السبب الرئيسي في تنظيم مؤتمر الجزيرة الخضراء في 1906.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w192,C5_darija_reranked,1,تزنيت بعيدة عن الرباط بـ 690 كلم وعندما نضيف 90 كلم إلى المسافة السابقة فإننا نحصل على مسافة 780 كلم من تزنيت لأكادير.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w167,C5_darija_reranked,1,كانوا يستوطنون التلال والجبال، والواحات والقصور الصحراوية، وسجلماسة وتوات، ونجد أيضاً تاونت (الغزوات حالياً).,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w051,C5_darija_reranked,1,ثورة الشيخ بوعمامة دامت ثمانية وعشرون سنة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w144,C5_darija_reranked,1,ترعرع الأيلاني بمدينة نفيس حسب الراجح.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w198,C5_darija_reranked,1,عبد الله تبايع ست مرات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w155,C5_darija_reranked,1,صدر إعلان رسمي عن صندوق محمد السادس للاستثمار في يوليو 2020، حيث أُعلن عن إحداثه في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w130,C5_darija_reranked,1,هذه الأشكال الطوبوغرافية على مناخ المنطقة، إذ وقفت حاجز أمام تسرب الكتل الهوائية الرطبة نحو الداخل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w060,C5_darija_reranked,1,رحلت السلطات الإسبانية القبائل الصحراوية إلى إقليم واد نون في المغرب في عام 1969.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w056,C5_darija_reranked,1,منذ ما ينيف عن 10 آلاف سنة حسب النقوش الصخرية الموجودة في سلسلة باني الأدنى.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w024,C5_darija_reranked,1,صادرات المغرب من النسيج إلى الولايات المتحدة ارتفعت بنسبة 122% في 2006.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w008,C5_darija_reranked,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w009,C5_darija_reranked,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w109,C5_darija_reranked,1,السفير الثاني هو أحمد بن المهدي الغزال.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w152,C5_darija_reranked,1,أبرز الزعماء الذين قادوا المقاومة الأمازيغية ضد الرومان هم تاكفاريناس وأيديمون ودونات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w023,C5_darija_reranked,1,1 يناير 2006,0,0,1,"مدعوم: لا  
مطابق: لا",0
w140,C5_darija_reranked,1,سياسة حكومة الريف فيما يخص الأراضي الفلاحية كانت تشمل سحب الأراضي الزراعية من من يتهاون في زراعتها للمحافظة على الإنتاج، كما حدث مع قبيلة الأخماس التي أجبرت على دفع غرامات سنوية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w174,C5_darija_reranked,0,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w027,C5_darija_reranked,1,80%,0,0,1,"مدعوم: لا  
مطابق: لا",0
w189,C5_darija_reranked,1,"مريم بوعود فازت بجائزة ""قارئ العام للعالم العربي"".",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w036,C5_darija_reranked,0,المغرب يستورد 40% إلى 60% من حاجياته في الحبوب حسب الحالة المناخية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w058,C5_darija_reranked,1,"الفائزة بجائزة كتارا للرواية العربية لعام 2020 هي رواية ""عذراء غرناطة"" للكاتب سعيد العلام.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w063,C5_darija_reranked,1,الصناعات التقليدية المشهورة في مركز الريش هي الزربية والجلباب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w071,C5_darija_reranked,1,1500 جندي غيروا اسمها إلى سان ميغيل دي أولطرامار.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w190,C5_darija_reranked,1,"تخاف المغاربة من القانون لأنهم يعتقدون أنه يقسم البلاد إلى عالمين متمايزين ومنفصلين، أحدهما عربي والآخر أمازيغي، مما يعزز فكرة تقسيم البلاد بين ""العرب"" و""البربر"". هذا القانون يتعارض مع محاولات الوحدة الوطنية للمغرب.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w007,C5_darija_reranked,1,شكيب بنموسى,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w029,C5_darija_reranked,1,总产值 الخام لقطاع الصيد البحري ارتفع من 8.3 مليار درهم في 2007 إلى 15 مليار درهم في 2015.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w164,C5_darija_reranked,1,بعد أحداث الدار البيضاء في 7 أبريل 1947، عاد السلطان محمد الخامس إلى الدار البيضاء ليؤيد الضحايا وعائلاتهم، ثم رجع لطنجة ليلقي خطابه طلباً للاستقلال على الموعد المقرر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w067,C4_oracle,1,وحدة التبريد تحافظ على التفاح وتصل سعتها إلى 1600 طن.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w188,C4_oracle,1,قطعت يونس بنار ماراثون موسكو في ظرف ساعتين و11 دقيقة و34 ثانية.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w102,C4_oracle,1,تفوق 39.6 درجة في فصل الصيف في عين بني مطهر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w194,C4_oracle,1,حسب الاعتقاد، ترجع سمية مدينة تزنيت لامرأة اسمها للا زنينية.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w112,C4_oracle,1,في الكهوف حتى بنى أول ناس خيام ثم منازل.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w122,C4_oracle,1,وفارة سمك الشابل والتون في أزمور، والإقبال الأوروبي على شرائه، كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين حسب مارمول كربخال.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w014,C4_oracle,1,"وصل عدد الساكنة للمغرب في 2024 حوالي 36,8 مليون نسمة.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w003,C4_oracle,1,"النسبة هي %19,6 من إنتاج الكهرباء في المغرب.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w065,C4_oracle,1,عاش الأمازيغ في الأطلس المتوسط في جماعات منعزلة ومغلقة، بمعزل عن القبائل المجاورة.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w045,C4_oracle,1,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w137,C4_oracle,1,الرسوم كانت مفروضة على المواطنين الذين كانوا يلجؤون لسبتة ومليلية، وبلغت الرسوم في الناضور 100 درهم للراجلين.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w171,C4_oracle,1,حي القيروانيين سمي بهذا الاسم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w129,C4_oracle,1,لأن المرابطين استعملوا السواد مراعاة للعباسيين الذين اعترفوا بالسلطة الرمزية لهم.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w077,C4_oracle,1,سلالة مكناس هي المخصصة لإنتاج الحليب بلا منازع.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w159,C4_oracle,1,العقلانية في التدبير ومعالجة التلوث هي المشكل الأساسي للماء في قطاع الصناعة بالمغرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w168,C4_oracle,1,حصن المطغريين المعروف باسم تاونت حالياً يُدعى الغزوات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w046,C4_oracle,1,وصل عدد الجماعات في المغرب في 2009 إلى 1503 جماعات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w131,C4_oracle,1,سكان تاوريرت تعتمد على تربية الماشية والزراعة البورية، خاصة الزراعة السقوية المرتبطة بآبار المياه.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w031,C4_oracle,1,"قطاع الخدمات كيسَحَم 56,5% من الناتج المحلي الإجمالي للبلاد في 2017.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w004,C4_oracle,1,"تزايدت نسبة الاعتماد على الطاقة الريحية من %2,8 في 2010 إلى %8,1 في 2015 في المغرب.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w160,C4_oracle,1,3312 منشورًا بالعربية، حسب إحصائيات الموسم 2018–2019.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w016,C4_oracle,1,المعدل النسبي للنمو السكاني ما بين 2014 و2024 كان 0.85%.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w043,C4_oracle,1,"123,738 نسمة",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w127,C4_oracle,1,ارتفاع سطات عن سطح البحر حوالي 370 مترا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w187,C4_oracle,1,حكم بطليموس الموريطاني من 23 حتى وفاته في 40 ق.م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w163,C4_oracle,1,7 ديسمبر 1952,0,0,1,"مدعوم: لا  
مطابق: لا",0
w048,C4_oracle,1,الزراعة المسقية تسهم في 75% من الصادرات الفلاحية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w111,C4_oracle,1,أصفراو تعني المنطقة المقعرة بالأمازيغية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w006,C4_oracle,1,معدل البطالة على الصعيد الوطني في الفصل الثاني من سنة 2025 وصل إلى 12.8%.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w195,C4_oracle,1,الهيئة المغربية لسوق الرساميل تتولى حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، وتعزيز الثقافة المالية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w038,C4_oracle,1,في عام 2014 وصل عدد سكان عين بني مطهر إلى 16289 نسمة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w123,C4_oracle,1,1476,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w013,C4_oracle,1,حتى 31 دجنبر 2011 بقى ممكن تبدل الأوراق البنكية القديمة في بنك المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w037,C4_oracle,1,حوالي نصف عدد السكان يشغلون الفلاحة بالمغرب.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w154,C4_oracle,1,مقر الصندوق الرئيسي يقع في مدينة الرباط.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w070,C4_oracle,1,سان ميغيل دي أولطرامار,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w062,C4_oracle,1,عهد توماس جيفرسون بدأ الحرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
