qid,cond,context,answer,gold_in_context,generator,faithful,correct,judge_parsed,judge_raw,correct_oldjudge,faithful_oldjudge,judge_version,refused
w133,F,['wiki_02297'],القيروان,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w134,F,['wiki_02297'],سجلماسة تبنات ف 140 هـ/757م من طرف عيسى بن يزيد الأسود.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w135,F,['wiki_01432'],الضريبة على القيمة المضافة ترفعات من 17% لـ19% فـ1984.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w136,F,['wiki_01432'],ارتفاع أسعار المواد الاستهلاكية الرئيسية في 1983، 67 % بالنسبة للزبدة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w137,F,['wiki_01432'],الرسوم لي مفروضة على لي غاديين على رجليهم فالناضور كانت 100 درهم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w138,F,['wiki_02057'],مصادر الدخل لي اعتمدات عليهم جمهورية الريف هي: الضرائب على شكل نقود ولا محاصيل، مداخيل الزكاة، الغرامات، تبرعات السكان والقبائل، وفداء الأسرى.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w139,F,['wiki_02057'],20 ألف بيزيتا سنويا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w140,F,['wiki_02057'],حكومة الريف سحبات الأراضي الفلاحية من لي ما قدرش يزرعها باش يحافظ على الإنتاج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w141,F,['wiki_00048'],عزيز أخنوش,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w142,F,['wiki_00048'],عبد الوافي لفتيت,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w143,F,['wiki_02467'],"صالح بن عبد الحليم الإيلاني كينتمي إلى قبيلة أيلان المصمودية، المعروفة في المصادر باسم ""هيلانة"".",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w144,F,['wiki_02467'],الأيلاني ترعرع في مدينة نفيس، حسب الراجح.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w145,F,['wiki_00600'],المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w146,F,['wiki_00602'],التهامي دخل أول معركة حربية وهو ابن خمسة عشر سنة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w147,F,['wiki_02939'],مستشفى القرب ديال أحفير تدشن فـ25 يوليوز 2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w148,F,['wiki_02939'],وزير الصحة والحماية الاجتماعية خالد آيت الطالب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w149,F,['wiki_01469'],المقاومة ديال تاكفاريناس دامت سبع سنين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w150,F,['wiki_02705'],مدينة أصيلة مشهورة بالقصبة التاريخية وأسوارها وأبوابها المصنفة كتراث وطني، ومهرجانها الثقافي الدولي لي كيتقام كل صيف.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w151,F,['wiki_01062'],الإستغلال لي فرضوه الرومان على الأمازيغ، بحال السيطرة على الأراضي الفلاحية، وفرض السخرة على السكان، واستعمال القوة في إخضاعهم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w152,F,['wiki_01062'],أبرز الزعماء ديال المقاومة الأمازيغية ضد الرومان هوما تاكفاريناس، أديمون، ودونات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w153,F,['wiki_02491'],تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w154,F,['wiki_02491'],المقر الرئيسي ديال صندوق محمد السادس للاستثمار كاين فالرباط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w155,F,['wiki_02491'],تععلان على صندوق محمد السادس للاستثمار في عام 2020 في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w156,F,['wiki_02032'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w157,F,['wiki_02034'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w158,F,['wiki_02388'],ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004 فبلغت نسبة الساكنة الحضرية 57% من مجموع السكان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w159,F,['wiki_00429'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w160,F,['wiki_01320'],3312,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w161,F,['wiki_01320'],الكمبري تتصنع من الخشب وجِلد الإبل أو جِلد الماعز.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w162,F,['wiki_01320'],45,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w163,F,['wiki_01438'],5 دجنبر 1952,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w164,F,['wiki_00725'],كان السلطان محمد الخامس سيركب قطارا إلى طنجة ترميزا إلى وحدة التراب المغربي بين الجنوب والشمال، استعدادا لتقديم طلب الاستقلال.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w165,F,['wiki_02347'],محمد توري، واحد من قادة والده، هو لي طيح سني أبو بكر فإمبراطورية صنغاي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w166,F,['wiki_02346'],أسكيا حكم الصُّنغاي من 1493 حتى 1591.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w167,F,['wiki_02958'],قبيلة مطغرة كانت كتعرف بحياة الأستقرار سواء في الأرياف أو الواحات أو القصور.,0,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w168,F,['wiki_02959'],السمية ديال الحصن لي بناوه المطغريين هي تاونت (الغزوات حاليا).,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w169,F,['wiki_00475'],"السلطان استقبل نحو 2,000 من التجار العرب ففاس فـ825.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w170,F,['wiki_01735'],المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w171,F,['wiki_00475'],حي القيروانيين,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w172,F,['wiki_02101'],أكتوبر 1955,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w173,F,['wiki_01997'],في تاريخ 16 نونبر 1955 عاد محمد الخامس بعد 27 شهرًا في المنفى إلى المغرب ليحكم ملكًا.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w174,F,['wiki_02142'],الأهداف لي تضربات فحرب المدن هي: احتلال السواحل المغربية، بناء قواعد عسكرية، التحكم فالبلاد، التوغل فيها، فرض النفوذ عليها، ونشر المسيحية.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w175,F,['wiki_02101'],2 مارس 1956,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w176,F,['wiki_00289'],الجامعة لي كاينة فمدينة إفران هي جامعة الأخوين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w177,F,['wiki_00289'],الجاذبية السياحية ديال إفران كتعتمد على مجموعة من الموارد الطبيعية والترفيهية، بما فيها المنتزه الوطني لإفران، والبحيرات والمصادر والشلالات والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w178,F,['wiki_02081'],عام 1994.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w179,F,['wiki_02792'],كاينين 183 وحدة فصناعة التجميد ديال الصيد البحري.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w180,F,['wiki_02792'],أغلب وحدات صناعة التجميد كتترکز فجنوب المغرب حيت كاين تطوير صيد الرخويات والصيد السطحي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w181,F,['wiki_02792'],القدرة الإنتاجية فالنهار ديال صناعة التجميد هي حوالي 8300 طن.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w182,F,['wiki_02792'],الوجهة الرئيسية ديال المنتجات البحرية المجمدة المغربية هي الاتحاد الأوروبي، اللي كيشري 70% من إجمالي الصادرات ديال هاد النشاط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w183,F,['wiki_00270'],الإمبراطور كلوديوس.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w184,F,['wiki_00270'],ترعرع يوبا الثاني في روما، في كنف الإمبراطور أغسطس.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w185,F,['wiki_00270'],المدينة لي دارها يوبا الثاني عاصمة ديال الحكم ديالو هي شرشال.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w186,F,['wiki_01463'],الأم ديال بطليموس الموريطاني هي كليوباترا سيليني الثانية، من الأسرة البطلمية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w187,F,['wiki_01463'],بطليموس حكم من 23 حتى وفاته في 40.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w188,F,['wiki_00051'],فـ ساعتين و11 دقيقة و34 ثانية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w189,F,['wiki_00051'],"مريم بوعود ربحات جائزة ""قارئ العام للعالم العربي"" فمسابقة أقرأ.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w190,F,['wiki_00670'],"المغاربة تخافو من القانون حيت كان كيقسم المغرب لجوج عوالم متميزين ومفرقين: عالم العرب المغاربة لي كيهضرو العربية، وعالم ""البربر"" لي كيهضرو الأمازيغية.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w191,F,['wiki_00670'],"الدراسات الاستعمارية كانت كتقسم المغرب لجوج منطقتين: ""بلاد السيبة"" و""بلاد المخزن"".",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w192,F,['wiki_01890'],تزنيت بعيدة على الرباط ب 690 كلم وعلى أكادير ب 90 كلم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w193,F,['wiki_01890'],تزنيت كيلقبوها بعاصمة الفضة حيت مشهورة بإنتاج المجوهرات الفضية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w194,F,['wiki_01890'],سمية تزنيت كترجع لواحد المرا سميتها للا زنينية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w195,F,['wiki_01411'],المهام ديال الهيئة المغربية لسوق الرساميل هي حماية الادخار، ضمان شفافية وحسن سير الأسواق المالية، والمساهمة في تطويرها.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w196,F,['wiki_01411'],الملك محمد السادس هو لي كيعين رئيس الهيئة المغربية لسوق الرساميل.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w197,F,['wiki_00930'],سبعة سلاطين من ولاد المولى إسماعيل هوما أحمد الذهبي، عبد الملك، علي الأعرج، محمد المستضيء، زين العابدين، و عبد الله.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w198,F,['wiki_00930'],عبد الله بن إسماعيل تبايع ست مرات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w199,F,['wiki_01000'],الصويرة ولات العاصمة الاقتصادية ديال المغرب حيت السلطان العلوي محمد بن عبد الله (محمد الثالث) عاود بناء المدينة على النمط العصري، وبنا فيها ميناء جديد وقاعدة عسكرية بحرية، وهاد الشي خلا نخبة من التجار والدبلوماسيين اليهود يستقرو فيها.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w200,F,['wiki_00698'],"إسبانيا كان عندها 34,000 رجل فالمغرب فيوليوز 1936.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w001,H,['wiki_02359'],593 168 وحدة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w002,H,['wiki_02359'],مصنع رينو-نيسان كاين فطنجة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w003,H,['wiki_01012'],"النسبة ديال الطاقات المتجددة فإنتاج الكهربا فالمغرب هي %19,6.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w004,H,['wiki_01012'],تطورات بسرعة، ارتفع الاعتماد عليها من 2.8% سنة 2010 إلى 8.1% سنة 2015.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w005,H,['wiki_01012'],"1,6 طن للفرد الواحد.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w006,H,['wiki_00564'],معدل البطالة على الصعيد الوطني وصل ل 12.8% فالفصل الثاني ديال 2025.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w007,H,['wiki_00564'],رئيس المندوبية السامية للتخطيط هو شكيب بنموسى.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w008,H,['wiki_00564'],معدل البطالة فالبادية تطور من 10.5% ف2014 ل21.4% ف2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w009,H,['wiki_02608'],معدل التضخم بقى منخفض عند نسبة 0.7%.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w010,H,['wiki_02608'],عجز الموازنة نقص لـ3.5% من إجمالي الناتج المحلي فـ2017.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w011,H,['wiki_02608'],14.7%,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w012,H,['wiki_02230'],الأوراق البنكية القديمة ما بقاتش صالحة للتداول من فاتح أبريل 1998.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w013,H,['wiki_02230'],حتى لـ31 دجنبر 2011.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w014,H,['wiki_02691'],"عدد الساكنة ديال المغرب وصل تقريبا لـ36,8 مليون نسمة فـ2024.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w015,H,['wiki_02691'],"ارتفع معدل التمدن من 29% سنة 1960 إلى 62,8% سنة 2024.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w016,H,['wiki_02691'],"معدل النمو السكاني ما بين 2014 و2024 وصل إلى 0,85%.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w017,H,['wiki_01011'],النسبة ديال الطاقات الأحفورية من استهلاك الطاقة الأولية فـ2015 هي 88.8%.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w018,H,['wiki_01011'],"الإنتاج الوطني من الطاقة الأولية كيمثل %9,4 من احتياجات البلاد.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w019,H,['wiki_00436'],15%,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w020,H,['wiki_00436'],الواردات ديال المغرب كتشكل أساسا من المواد الطاقية ومواد التجهيز والمواد الاستهلاكية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w021,H,['wiki_01430'],نسبة تغطية الصادرات للواردات وصلات لـ55.8 % فـ1983.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w022,H,['wiki_01430'],المصاريف ديال حرب الصحرا كانت كتبلغ مليون دولار فالنهار.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w023,H,['wiki_00574'],اتفاقية التجارة الحرة بين المغرب وأمريكا تسجلات فعام 2006.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w024,H,['wiki_00574'],%122,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w025,H,['wiki_00574'],قطاعات السياحة والنسيج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w026,H,['wiki_01297'],المغرب عاون إسبانيا بالكهربا فحالة الطوارئ ف2025.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w027,H,['wiki_01297'],"54,3%",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w028,H,['wiki_02790'],الأقطاب التنافسية الثلاثة لي خلقهم مخطط أليوتيس هوما طنجة وأكادير والعيون.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w029,H,['wiki_02790'],الناتج الداخلي الخام لقطاع الصيد البحري ارتفع من 8.3 مليار درهم ل15 مليار درهم بين 2007 و2015.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w030,H,['wiki_02790'],الإنتاج ديال الصيد البحري وصل تقريبا لـ1.46 مليون طن فـ2016.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w031,H,['wiki_01281'],"قطاع الخدمات ساهم بـ56,5% فالناتج المحلي الإجمالي فـ2017.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w032,H,['wiki_01281'],3.750 دولار أمريكي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w033,H,['wiki_01281'],المغرب احتل المرتبة 107 فإنتاجية اليد العاملة حسب تقرير منظمة العمل الدولية ديال 2023.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w034,H,['wiki_01379'],تطور إنتاج الطاقة الكهرمائية من 2100 مليون كيلواط في 1992 إلى 2700 مليون كيلواط في 2004.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w035,H,['wiki_01379'],الحصة ديال المدارات المسقية فالناتج المحلي الخام بين 7% و10% حسب الحالة المائية للسنة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w036,H,['wiki_01377'],المغرب كيستورد 40% حتى 60% من حاجياته من الحبوب حسب الحالة المناخية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w037,H,['wiki_01377'],تقريبا نص عدد السكان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w038,H,['wiki_02646'],عدد سكان عين بني مطهر فـ2014 وصل لـ16289 نسمة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w039,H,['wiki_02646'],محطة القطارات المغلقة منذ سنة 1995,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w040,H,['wiki_00814'],عدد المؤسسات الابتدائية اللي استغلت فالموسم الدراسي 2009/2008 هو 435 مدرسة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w041,H,['wiki_01106'],المغرب عندو %75 من الاحتياطي العالمي ديال الفوسفاط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w042,H,['wiki_01106'],الصين هي الدولة لي سابقة المغرب فإنتاج الفوسفاط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w043,H,['wiki_02194'],"عدد سكان جماعة خنيفرة وصل لـ123,738 نسمة فـ2024.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
