qid,cond,prompt,context,answer,gold_in_context,faithful,correct,judge_raw,refused
w076,B,P3,"['wiki_01101', 'wiki_02812', 'wiki_00920', 'wiki_02867', 'wiki_00784']",سنة 1981,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w077,B,P3,"['wiki_01101', 'wiki_01103', 'wiki_00263', 'wiki_01102', 'wiki_01099']",سلالة مكناس هي السلالة المخصصة لإنتاج الحليب بلا منازع.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w078,B,P3,"['wiki_00645', 'wiki_00643', 'wiki_00646', 'wiki_00647', 'wiki_00644']",مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w079,B,P3,"['wiki_00643', 'wiki_00645', 'wiki_00646', 'wiki_00644', 'wiki_00647']",مدينة الحاجب تبعد عن مكناس بمسافة 32 كلم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w080,B,P3,"['wiki_00643', 'wiki_00645', 'wiki_00646', 'wiki_00647', 'wiki_00767']",المغارة التي تشبه وجه الأسد هي أشهر مغارة في مدينة الحاجب.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w081,B,P3,"['wiki_01214', 'wiki_01216', 'wiki_01215', 'wiki_01104', 'wiki_01217']",الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w082,B,P3,"['wiki_01214', 'wiki_01216', 'wiki_01215', 'wiki_01104', 'wiki_01217']",الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w083,B,P3,"['wiki_01214', 'wiki_01216', 'wiki_01215', 'wiki_01104', 'wiki_01217']","مساحة المعرض الدولي للفلاحة بالمغرب تبلغ 370,000 m2.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w084,B,P3,"['wiki_02294', 'wiki_02926', 'wiki_00632', 'wiki_00457', 'wiki_02924']",الاقتصاد ديال مرزوكة يعتمد على قطاع السياحة.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w085,B,P3,"['wiki_02924', 'wiki_02926', 'wiki_02927', 'wiki_01942', 'wiki_01941']","المشاكل اللي كتعاني منها مدينة مرزوكة هي غياب المرافق التعليمية، ومشكلات في قطاع التعليم، وقلة التوعية من طرف الجهات المسؤولة، وProblèmes d'exploitation de l'eau, وتدهور الغابات النخيلية، وProblèmes de nettoyage، وقلة الخصوبة، وتجريد المراعي، وجفاف الخطارات،",0,0,0,"مدعوم: لا
مطابق: لا",0
w086,B,P3,"['wiki_01372', 'wiki_01373', 'wiki_00350', 'wiki_00572', 'wiki_01071']",تم افتتاح المنطقة الحرة الأطلسية سنة 2012.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w087,B,P3,"['wiki_01372', 'wiki_00424', 'wiki_00796', 'wiki_00795', 'wiki_00778']",حوالي 120 كيلومترًا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w088,B,P3,"['wiki_01372', 'wiki_01373', 'wiki_00707', 'wiki_00145', 'wiki_00439']",المساحة ديال المنطقة الحرة الأطلسية تقدر بحوالي 500 هكتار.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w089,B,P3,"['wiki_01161', 'wiki_01162', 'wiki_01163', 'wiki_00455', 'wiki_02173']",اللجنة الوطنية لمناخ الأعمال أُحدثت سنة 2009، ويرأسها رئيس الحكومة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w090,B,P3,"['wiki_01161', 'wiki_01162', 'wiki_01163', 'wiki_00455', 'wiki_01408']","الcommittee's objective is to improve the business environment and investment climate in morocco through legal and regulatory framework simplification, and by fostering dialogue between the public and private sectors.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w091,B,P3,"['wiki_01768', 'wiki_00904', 'wiki_01715', 'wiki_01785', 'wiki_01267']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w092,B,P3,"['wiki_02187', 'wiki_00904', 'wiki_02700', 'wiki_00196', 'wiki_02702']",مراكش كانت أكبر وأهم مدينة أمازيغية في ذلك الوقت.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w093,B,P3,"['wiki_00323', 'wiki_00324', 'wiki_00325', 'wiki_01660', 'wiki_01658']",إقليم شنقيط تابع لموريتانيا منذ إستقلالها عن فرنسا سنة 1960.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w094,B,P3,"['wiki_00324', 'wiki_00930', 'wiki_00325', 'wiki_01328', 'wiki_01276']",شنقيط,1,0,0,"مدعوم: لا
مطابق: لا",0
w095,B,P3,"['wiki_02031', 'wiki_02675', 'wiki_02037', 'wiki_00901', 'wiki_02456']",2 كم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w096,B,P3,"['wiki_00650', 'wiki_00649', 'wiki_02385', 'wiki_01378', 'wiki_01105']",مرسوم رقم 2.24.1122,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w097,B,P3,"['wiki_00650', 'wiki_00373', 'wiki_02973', 'wiki_00649', 'wiki_01489']",نص [1],1,1,1,"مدعوم: نعم
مطابق: نعم",0
w098,B,P3,"['wiki_01204', 'wiki_00474', 'wiki_01203', 'wiki_00487', 'wiki_01736']",المدرسة البوعنانية تُبنَى ما بين عامي 1350م و1355م في فاس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w099,B,P3,"['wiki_01204', 'wiki_01203', 'wiki_01453', 'wiki_01205', 'wiki_01613']",باب بوجلود هو المدخل الرئيسي لفاس البالي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w100,B,P3,"['wiki_01367', 'wiki_01366', 'wiki_00226', 'wiki_00942', 'wiki_00613']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w101,B,P3,"['wiki_02635', 'wiki_02640', 'wiki_02644', 'wiki_02645', 'wiki_02641']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w102,B,P3,"['wiki_02640', 'wiki_02635', 'wiki_02644', 'wiki_02642', 'wiki_02639']",تفوق 39.6 درجة مئوية في فصل الصيف.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w103,B,P3,"['wiki_02643', 'wiki_02644', 'wiki_02635', 'wiki_02642', 'wiki_02640']",أبرز الوديان ديال عين بني مطهر هوما واد الشارف، واد تبودة، وادي مسخسخة، وادي وزين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w104,B,P3,"['wiki_00431', 'wiki_01650', 'wiki_00427', 'wiki_00430', 'wiki_01408']",نموذج اقتصادي مختلط، تداخل فيه النزعة الليبرالية مع الاقتصاد الموجه.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w105,B,P3,"['wiki_00431', 'wiki_00461', 'wiki_00430', 'wiki_02725', 'wiki_01650']",أولى الأوراش الاقتصادية ديال أول الحكومات المغربية من بعد الاستقلال تخص إرساء الاستقلالية الاقتصادية، لدولة خارجة للتو من الاستعمار.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w106,B,P3,"['wiki_00565', 'wiki_01491', 'wiki_01490', 'wiki_02224', 'wiki_01486']",تأسس البنك المخزني المغربي في سنة 1906 في طنجة.,1,0,0,"مدعوم: لا
مطابق: لا",0
w107,B,P3,"['wiki_00565', 'wiki_01489', 'wiki_01486', 'wiki_01490', 'wiki_01488']",غاية عام 1959 بقا البنك المخزني كيدير دور البنك المركزي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w108,B,P3,"['wiki_02856', 'wiki_00716', 'wiki_00717', 'wiki_00719', 'wiki_00692']",الأزمة المغربية الأولى عام 1905 بين فرنسا وألمانيا.,0,1,0,"مدعوم: نعم
مطابق: لا",0
w109,B,P3,"['wiki_00738', 'wiki_00734', 'wiki_00737', 'wiki_00732', 'wiki_02252']",Ahmed بن المهدي الغزال هو السفير الثاني الذي زار الأسكوريال.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w110,B,P3,"['wiki_00738', 'wiki_00694', 'wiki_01685', 'wiki_02086', 'wiki_02906']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w111,B,P3,"['wiki_02472', 'wiki_00139', 'wiki_00114', 'wiki_02730', 'wiki_00070']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w112,B,P3,"['wiki_02476', 'wiki_02473', 'wiki_02472', 'wiki_02479', 'wiki_02471']",كانوا يقطنون الكهوف والمغارات قبل أن تتطور مساكنهم إلى خيام ثم منازل خشبية وطينية وحجرية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w113,B,P3,"['wiki_02472', 'wiki_02471', 'wiki_02479', 'wiki_02480', 'wiki_02481']",بلدة البهاليل المجاورة لمدينة صفرو ما زالت بعض أسرها تستقرين في الكهوف.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w114,B,P3,"['wiki_01117', 'wiki_01135', 'wiki_01120', 'wiki_01113', 'wiki_01133']",القصر الصغير على بعد 35 كلم من الطريق الرابطة بين طنجة وتطوان.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w115,B,P3,"['wiki_01117', 'wiki_01123', 'wiki_01118', 'wiki_00079', 'wiki_01133']",مسجد، وحمام، ومركز تجاري.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w116,B,P3,"['wiki_01117', 'wiki_00152', 'wiki_01118', 'wiki_01330', 'wiki_00626']",في يوم 23 أكتوبر 1458م، استولى الجيش البرتغالي بقيادة ألفونس الخامس على القصر الصغير.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w117,B,P3,"['wiki_00050', 'wiki_00183', 'wiki_00029', 'wiki_02220', 'wiki_01242']",ألبرت حوراني,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w118,B,P3,"['wiki_01242', 'wiki_01243', 'wiki_00641', 'wiki_01228', 'wiki_02180']",المحامِك والوزارات والجيش.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w119,B,P3,"['wiki_02765', 'wiki_02684', 'wiki_01894', 'wiki_02455', 'wiki_02685']",مساحة القصبة المخزنية في تزنيت تبلغ 6704م²، وعدد أبراجها 5.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w120,B,P3,"['wiki_02712', 'wiki_01890', 'wiki_01899', 'wiki_01894', 'wiki_01892']",تنسب إلى القائد الحاحي محمد أغناج.,1,0,0,"مدعوم: لا
مطابق: لا",0
w121,B,P3,"['wiki_02269', 'wiki_02268', 'wiki_01458', 'wiki_00141', 'wiki_02905']",نعم، أوعبيد الله كانت معروفة في العصر المريني.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w122,B,P3,"['wiki_02787', 'wiki_00626', 'wiki_02786', 'wiki_00139', 'wiki_00625']",وفرة سمك الشابل والتون في أزمور، والإقبال الأوروبي على شرائه، كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w123,B,P3,"['wiki_02787', 'wiki_01867', 'wiki_00161', 'wiki_00159', 'wiki_00305']",سنة 1476,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w124,B,P3,"['wiki_02319', 'wiki_02324', 'wiki_02321', 'wiki_02320', 'wiki_02322']",لقب عاصمة الشاوية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w125,B,P3,"['wiki_02319', 'wiki_02429', 'wiki_00796', 'wiki_02324', 'wiki_02323']",83 كم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w126,B,P3,"['wiki_02319', 'wiki_02320', 'wiki_02323', 'wiki_02324', 'wiki_02321']",الرمز ديال مدينة سطات هو الحصان.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w127,B,P3,"['wiki_02319', 'wiki_02429', 'wiki_00218', 'wiki_02323', 'wiki_01253']",الارتفاع ديال سطات على سطح البحر هو 370 مترا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w128,B,P3,"['wiki_02445', 'wiki_00186', 'wiki_02444', 'wiki_00187', 'wiki_01749']",البياض شعار الموحدين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w129,B,P3,"['wiki_00186', 'wiki_02235', 'wiki_01747', 'wiki_02238', 'wiki_02574']",المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w130,B,P3,"['wiki_01860', 'wiki_01857', 'wiki_01861', 'wiki_01828', 'wiki_01849']",منطقة تاوريرت محاطة بالسلاسل الجبلية من جهاتها الشمالية والغربية التي تقف كحاجز أمام تسرب الكتل الهوائية الرطبة نحو الداخل.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w131,B,P3,"['wiki_01845', 'wiki_01849', 'wiki_01847', 'wiki_01855', 'wiki_01853']",المعيشة ديالهم تعتمد على مهاجرينهم بالخارج.,0,0,0,"مدعوم: لا
مطابق: لا",0
w132,B,P3,"['wiki_02297', 'wiki_02303', 'wiki_01812', 'wiki_02307', 'wiki_02304']",مدينة سجلماسة التاريخية كانت تقع وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w133,B,P3,"['wiki_02297', 'wiki_01730', 'wiki_01734', 'wiki_02700', 'wiki_01705']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w134,B,P3,"['wiki_02297', 'wiki_02299', 'wiki_02304', 'wiki_02302', 'wiki_02307']",سجلماسة تبنات سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w135,B,P3,"['wiki_01432', 'wiki_01653', 'wiki_01144', 'wiki_01199', 'wiki_00492']",من 17% إلى 19%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w136,B,P3,"['chunk_030', 'wiki_01432', 'wiki_02330', 'wiki_02331', 'wiki_01429']",67 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w137,B,P3,"['wiki_02057', 'wiki_01432', 'wiki_02252', 'wiki_02588', 'wiki_01524']",رسوم على لي غاديين على رجليهم في الناضور كانت 100 درهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w138,B,P3,"['wiki_02057', 'wiki_02055', 'wiki_02039', 'wiki_02047', 'wiki_02053']",مصادر الدخل التي اعتمدت عليها جمهورية الريف هي: الزكاة، الغرامات، التبرعات، فداء الأسرى.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w139,B,P3,"['wiki_02057', 'wiki_01509', 'wiki_01919', 'wiki_01524', 'wiki_01684']",20 ألف بيزيتا سنويا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w140,B,P3,"['wiki_02057', 'wiki_02050', 'wiki_02043', 'wiki_02055', 'wiki_01443']",سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زراعتها.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w141,B,P3,"['wiki_00062', 'wiki_00048', 'wiki_00055', 'wiki_00038', 'wiki_01263']",عزيز أخنوش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w142,B,P3,"['wiki_00526', 'wiki_00048', 'wiki_00038', 'wiki_00055', 'wiki_00747']",المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
w143,B,P3,"['wiki_02467', 'wiki_02466', 'wiki_01091', 'wiki_00920', 'wiki_02738']",القبيلة التي ينتمي إليها صالح بن عبد الحليم الإيلاني هي قبيلة أيلان المصمودية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w144,B,P3,"['wiki_02467', 'wiki_02466', 'wiki_02468', 'wiki_01115', 'wiki_02918']",مدينة نفيس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w145,B,P3,"['wiki_00604', 'wiki_00610', 'wiki_00614', 'wiki_00600', 'wiki_00606']",توفى باشا مراكش التهامي الكلاوي يوم الاثنين من سنة 1956م على الساعة الواحدة بعد الظهر، ودُفن صباح الثلاثاء بضريح ابن سليمان الجزولي. بعد وفاته، حضر جنازته وفد من الحكومة المغربية برئاسة الوزير لحسن اليوسي مبعوث الملك محمد الخامس.,0,0,0,"مدعوم: لا
مطابق: لا",0
w146,B,P3,"['wiki_00604', 'wiki_00602', 'wiki_00600', 'wiki_00611', 'wiki_00609']",دخل التهامي الكلاوي أول معركة حربية في سن خمسة عشر سنة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w147,B,P3,"['wiki_02939', 'wiki_00105', 'wiki_02940', 'wiki_00294', 'wiki_02941']",تدشين مستشفى القرب بأحفير تم في يوم 25 يوليوز 2024.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w148,B,P3,"['wiki_02939', 'wiki_02940', 'wiki_02943', 'wiki_00105', 'wiki_01138']",Minister of Health and Social Protection Khalid Aït Oudaal شكون لي شرف على حفل تدشين مستشفى القرب لأحفير؟,1,1,0,"مدعوم: نعم
مطابق: لا",0
w149,B,P3,"['wiki_01469', 'wiki_01062', 'wiki_02900', 'wiki_01467', 'wiki_00143']",七年,1,1,0,"مدعوم: نعم
مطابق: لا

ملاحظة: الإجابة المقدمة",0
w150,B,P3,"['wiki_00149', 'wiki_02705', 'wiki_00155', 'wiki_00150', 'wiki_00151']",مهرجانها الثقافي الدولي,1,1,0,"مدعوم: نعم
مطابق: لا",0
w151,B,P3,"['wiki_01062', 'wiki_01474', 'wiki_01064', 'wiki_01472', 'wiki_01061']",الاستغلال الذي فرض على الأمازيغ من السيطرة على أراضيهم الفلاحية والأعباء المادية والقوة المُستخدمَة لإخضاعهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w152,B,P3,"['wiki_01062', 'wiki_01472', 'wiki_01474', 'wiki_01064', 'wiki_02811']",تاكفاريناس وأديمون,1,1,0,"مدعوم: نعم
مطابق: لا",0
w153,B,P3,"['wiki_02491', 'wiki_02484', 'wiki_01729', 'wiki_02488', 'wiki_01411']",تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w154,B,P3,"['wiki_02491', 'wiki_02484', 'wiki_01492', 'wiki_01486', 'wiki_01208']",المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w155,B,P3,"['wiki_02491', 'wiki_02229', 'wiki_02484', 'wiki_02488', 'wiki_01359']",أُعلن عن إحداث صندوق محمد السادس للاستثمار في يوليوز 2020.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w156,B,P3,"['wiki_02032', 'wiki_02034', 'wiki_02033', 'wiki_02038', 'wiki_02035']",المستشفى داهي كاين فيه طبيب واحد.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w157,B,P3,"['wiki_02032', 'wiki_02034', 'wiki_02038', 'wiki_02035', 'wiki_02033']",مستشفى ومستوصف صحي ودار للولادة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w158,B,P3,"['wiki_02388', 'wiki_02390', 'wiki_01380', 'wiki_02691', 'wiki_00503']",ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w159,B,P3,"['wiki_01248', 'wiki_00448', 'wiki_01870', 'wiki_01650', 'wiki_00441']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w160,B,P3,"['wiki_01320', 'wiki_01100', 'wiki_00043', 'wiki_00056', 'wiki_01313']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w161,B,P3,"['wiki_02208', 'wiki_01320', 'wiki_01319', 'wiki_00611', 'wiki_00304']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w162,B,P3,"['wiki_01320', 'wiki_00030', 'wiki_02181', 'wiki_01100', 'wiki_00056']",45,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w163,B,P3,"['wiki_01438', 'wiki_00726', 'wiki_00679', 'wiki_00676', 'wiki_00677']",5 ديسمبر 1952,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w164,B,P3,"['wiki_00725', 'wiki_00726', 'wiki_00727', 'wiki_02101', 'wiki_02184']",الدار البيضاء,1,1,0,"مدعوم: نعم
مطابق: لا",0
w165,B,P3,"['wiki_02347', 'wiki_02350', 'wiki_02346', 'wiki_00885', 'wiki_02349']",محمد توري,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w166,B,P3,"['wiki_02350', 'wiki_02347', 'wiki_02236', 'wiki_01758', 'wiki_00930']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w167,B,P3,"['wiki_02960', 'wiki_02959', 'wiki_02964', 'wiki_02965', 'wiki_02348']",تتواجد مطغرة اليوم بنواحي تلمسان وبين فاس والراشيدية وتوات.,1,0,0,"مدعوم: لا
مطابق: لا",0
w168,B,P3,"['wiki_02259', 'wiki_02678', 'wiki_02209', 'wiki_01851', 'wiki_01850']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w169,B,P3,"['wiki_00475', 'wiki_01113', 'wiki_01116', 'wiki_01456', 'wiki_00474']","التجار العرب استقبلهم السلطان في فاس في عام 825 بحوالي 2,000 تاجر من القيروان في تونس.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w170,B,P3,"['wiki_01706', 'wiki_01735', 'wiki_00475', 'wiki_01692', 'wiki_01729']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w171,B,P3,"['wiki_00475', 'wiki_02465', 'wiki_00902', 'wiki_02458', 'wiki_02037']",حي القيروانيين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w172,B,P3,"['wiki_02101', 'wiki_01761', 'wiki_02104', 'wiki_01996', 'wiki_02080']",أكتوبر 1955,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w173,B,P3,"['wiki_01720', 'wiki_01450', 'wiki_02104', 'wiki_00725', 'wiki_02028']",16 نونبر 1955,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w174,B,P3,"['wiki_02365', 'wiki_00523', 'wiki_02760', 'wiki_00774', 'wiki_01439']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w175,B,P3,"['wiki_02948', 'wiki_02101', 'wiki_00680', 'wiki_01026', 'wiki_00711']",2 مارس 1956,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w176,B,P3,"['wiki_00295', 'wiki_00281', 'wiki_00294', 'wiki_00284', 'wiki_00289']",جامعة الأخوين تأسست في إفران عام 1993 بموجب مرسوم ملكي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w177,B,P3,"['wiki_00289', 'wiki_00300', 'wiki_00281', 'wiki_00296', 'wiki_00295']",منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطه ميشليفن للتزلج.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w178,B,P3,"['wiki_02081', 'wiki_00706', 'wiki_02080', 'wiki_02220', 'wiki_01278']",تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w179,B,P3,"['wiki_02792', 'wiki_02791', 'wiki_02799', 'wiki_01289', 'wiki_02794']",183,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w180,B,P3,"['wiki_02792', 'wiki_02791', 'wiki_02825', 'wiki_02793', 'wiki_00583']",تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w181,B,P3,"['wiki_02792', 'wiki_02791', 'wiki_02387', 'wiki_01022', 'wiki_01379']",القدرة الإنتاجية للنهار في صناعة التجميد تصل إلى حوالي 8300 طن.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w182,B,P3,"['wiki_02792', 'wiki_00426', 'wiki_00632', 'wiki_00424', 'wiki_02793']",الاتحاد الأوروبي هي الوجهة الرئيسية للمنتجات البحرية المجمدة المغربية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w183,B,P3,"['wiki_00269', 'wiki_00270', 'wiki_00271', 'wiki_00272', 'wiki_01467']",الإمبراطور كلوديوس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w184,B,P3,"['wiki_00270', 'wiki_01468', 'wiki_01471', 'wiki_01704', 'wiki_01466']",في روما.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w185,B,P3,"['wiki_00270', 'wiki_00180', 'wiki_01704', 'wiki_01471', 'wiki_01466']",شرشال عاصمة لحكم يوبا الثاني.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w186,B,P3,"['wiki_01463', 'wiki_01465', 'wiki_01466', 'wiki_01473', 'wiki_01470']",كليباترا سيليني الثانية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w187,B,P3,"['wiki_01463', 'wiki_01466', 'wiki_01471', 'wiki_01465', 'wiki_01744']",حكم بطليموس الموريطاني من 23 ميلادية حتى 40 ميلادية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w188,B,P3,"['wiki_00051', 'wiki_00539', 'wiki_01365', 'wiki_00327', 'wiki_00190']",ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w189,B,P3,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_02587', 'wiki_00056']","جائزة ""قارئ العام للعالم العربي"".",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w190,B,P3,"['wiki_00670', 'wiki_02776', 'wiki_01028', 'wiki_00672', 'wiki_00673']",المغاربة تخافوا من هذا القانون لأن الإدارة الفرنسية أعلنته ويرجع ذلك إلى أنه يقسم المغرب إلى عالمين متمايزين ومنفصلين بشكل كلي: عالم الناطقين باللغة العربية وعالم الأمازيغ، مما يعتبر تطبيقا للآيديولوجيا الاستعمارية القديمة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w191,B,P3,"['wiki_00670', 'wiki_01252', 'wiki_01349', 'wiki_01656', 'wiki_01354']",عالمين: عالم العرب المغاربة الناطقين باللغة العربية، وعالم البربر الذين يتحدثون اللغة الأمازيغية.,1,0,0,"مدعوم: لا
مطابق: لا",0
w192,B,P3,"['wiki_00144', 'wiki_00204', 'wiki_00212', 'wiki_01661', 'wiki_01890']",تزنيت تبعد عن الرباط بـ 690 كيلومترًا وعن أكادير بـ 90 كيلومترًا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w193,B,P3,"['wiki_01890', 'wiki_02712', 'wiki_01819', 'wiki_00779', 'wiki_02330']",تزنيت كيلقبو بعاصمة الفضة لأنها مشهورة بصناعة وإنتاج المجوهرات الفضية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w194,B,P3,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",لا زنينية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w195,B,P3,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_00835']",المهام تتضمن حماية المدخرين والمستثمرين؛ مراقبة سير أسواق الرساميل؛ ضمان شفافية العمليات المالية؛ تنظيم المشاركين في السوق والأدوات المالية؛ تعزيز الثقافة المالية.,1,0,1,"مدعوم: لا
مطابق: نعم",0
w196,B,P3,"['wiki_01412', 'wiki_01411', 'wiki_01413', 'wiki_02776', 'wiki_00635']",الرئيس يعينه الملك محمد السادس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
